Wall time,Step,Value
1606990583.2801032,250,3548.653564453125
1606990592.0841763,500,2891.273681640625
1606990600.8991313,750,732.9679565429688
1606990609.7215548,1000,121.81403350830078
1606990618.5602384,1250,62.60087203979492
1606990627.4002812,1500,33.7897834777832
1606990636.2408013,1750,92.99766540527344
1606990645.1016252,2000,2.7940099239349365
1606990653.9627185,2250,2.2082619667053223
1606990662.8446484,2500,6.740701675415039
1606990671.725437,2750,1.4559431076049805
1606990680.9496067,3000,1.456714391708374
1606990689.8515337,3250,1.3619381189346313
1606990698.7589474,3500,1.283157467842102
1606990707.6642933,3750,1.264480471611023
1606990716.5693526,4000,1.128868818283081
1606990725.4746234,4250,1.1132562160491943
1606990734.3793519,4500,1.0319609642028809
1606990743.2835155,4750,1.0394207239151
1606990752.188376,5000,1.0639865398406982
1606990761.0953512,5250,1.0180848836898804
1606990770.0635478,5500,1.01240074634552
1606990779.0135248,5750,0.957669734954834
1606990788.268596,6000,1.0002769231796265
1606990797.2316558,6250,0.9602241516113281
1606990806.5500634,6500,0.9557415246963501
1606990815.510437,6750,1.0150917768478394
1606990824.4721568,7000,0.9840245246887207
1606990833.4342134,7250,0.9853014945983887
1606990842.3913984,7500,0.943199872970581
1606990851.3589272,7750,1.1549941301345825
1606990860.29726,8000,0.9760250449180603
1606990869.2599857,8250,0.9987027049064636
1606990878.1891015,8500,0.9519708156585693
1606990887.1124072,8750,1.0032325983047485
1606990896.364834,9000,0.9581862688064575
1606990905.2705278,9250,1.0153590440750122
1606990914.1765883,9500,0.9922313094139099
1606990923.0854523,9750,1.0491424798965454
1606990931.9937189,10000,0.9999679923057556
1606990940.8992486,10250,0.9414225220680237
1606990949.8062236,10500,0.9473302364349365
1606990958.7103486,10750,0.9800542593002319
1606990967.6143882,11000,0.9273228049278259
1606990976.5178025,11250,1.0361781120300293
1606990985.4226067,11500,0.972344160079956
1606990994.3277552,11750,0.9608376622200012
1606991003.5718014,12000,0.9742658138275146
1606991012.4771614,12250,0.9306292533874512
1606991021.3810923,12500,1.0735684633255005
1606991030.2832425,12750,1.0669338703155518
1606991039.5418274,13000,0.927547812461853
1606991048.4447677,13250,0.9508897066116333
1606991057.34552,13500,0.921327531337738
1606991066.247072,13750,1.1192686557769775
1606991075.1483035,14000,0.936299741268158
1606991084.0512443,14250,0.9691766500473022
1606991092.9538465,14500,0.9914107918739319
1606991101.85727,14750,0.9849609732627869
1606991111.0985305,15000,0.9443042278289795
1606991120.0003023,15250,0.9339188933372498
1606991128.902581,15500,0.9354876279830933
1606991137.8061233,15750,0.9128698706626892
1606991146.7094314,16000,0.9305715560913086
1606991155.6139057,16250,0.9619553089141846
1606991164.5169806,16500,0.9511101841926575
1606991173.421854,16750,0.9365391731262207
1606991182.3253298,17000,0.9386234879493713
1606991191.229366,17250,0.9241228103637695
1606991200.1331732,17500,0.9632465839385986
1606991209.035246,17750,0.9212124943733215
1606991218.2806423,18000,0.9448641538619995
1606991227.184359,18250,0.9634595513343811
1606991236.0900364,18500,0.9253617525100708
1606991244.9923801,18750,0.9326788783073425
1606991253.896885,19000,0.9553753137588501
1606991263.1577146,19250,0.9950302839279175
1606991272.0594273,19500,0.95872962474823
1606991280.9629953,19750,0.9268308877944946
1606991289.8677478,20000,1.021567940711975
1606991298.7710845,20250,0.9853124022483826
1606991307.6755362,20500,0.9568172693252563
1606991316.578962,20750,0.9286438822746277
1606991325.8233469,21000,0.932869553565979
1606991334.7281182,21250,0.9475805759429932
1606991343.660802,21500,0.9807826280593872
1606991352.6599088,21750,1.2143163681030273
1606991361.5630028,22000,0.9654833078384399
1606991370.467668,22250,0.9559910297393799
1606991379.3735523,22500,0.9404109716415405
1606991388.2817395,22750,0.9361474514007568
1606991397.1923234,23000,0.9390071630477905
1606991406.1026096,23250,0.965894341468811
1606991415.0130417,23500,0.9522987008094788
1606991423.9220006,23750,0.9670367240905762
1606991433.175265,24000,2.1650283336639404
1606991442.0845351,24250,0.9430789947509766
1606991450.994778,24500,0.9773149490356445
1606991459.9053793,24750,0.9507105946540833
1606991468.8160017,25000,0.927155613899231
1606991477.7260768,25250,0.9350465536117554
1606991486.6362479,25500,0.9609619975090027
1606991495.9073815,25750,0.9558948874473572
1606991504.8166425,26000,0.962677001953125
1606991513.72882,26250,0.9643264412879944
1606991522.6371436,26500,0.9540503621101379
1606991531.544068,26750,0.9452667236328125
1606991540.7992744,27000,0.9538106322288513
1606991549.7073271,27250,0.9865460991859436
1606991558.6156702,27500,0.9331375956535339
1606991567.5254104,27750,0.9926385879516602
1606991576.4349356,28000,0.9542630314826965
1606991585.3448389,28250,0.991238534450531
1606991594.2536259,28500,0.9383432269096375
1606991603.1615033,28750,0.9775208234786987
1606991612.068905,29000,0.9631163477897644
1606991620.9771564,29250,0.9831844568252563
1606991629.8857965,29500,0.9494469165802002
1606991638.794657,29750,0.9410991668701172
1606991648.0464923,30000,0.9622483253479004
1606991656.95594,30250,0.9707249402999878
1606991665.866146,30500,0.9507725238800049
1606991674.7771637,30750,1.4639613628387451
1606991683.6865668,31000,1.0051562786102295
1606991692.5952208,31250,0.970750629901886
1606991701.5056753,31500,0.9588608741760254
1606991710.4147367,31750,0.9435862898826599
1606991719.3247592,32000,0.9436331987380981
1606991728.5950913,32250,1.0152626037597656
1606991737.5036583,32500,1.0950559377670288
