Wall time,Step,Value
1606847611.8359191,30,0.08749999850988388
1606847616.4042735,95,0.05000000074505806
1606847618.5155344,125,0.10000000149011612
1606847624.1568992,205,0.17499999701976776
1606847624.856312,215,0.07500000298023224
1606847625.91792,230,0.11250000447034836
1606847629.1780732,270,0.125
1606847630.232373,285,0.07500000298023224
1606847635.5216303,360,0.05000000074505806
1606847636.5778298,375,0.07500000298023224
1606847643.6288452,475,0.0625
1606847646.9019864,515,0.08749999850988388
1606847648.3152728,535,0.0625
1606847655.3954718,635,0.0625
1606847659.991754,700,0.08749999850988388
1606847664.3193607,755,0.10000000149011612
1606847666.100791,780,0.03750000149011612
1606847667.1644537,795,0.03750000149011612
1606847670.359112,840,0.0625
1606847674.2558372,895,0.125
1606847676.023849,920,0.0625
1606847676.7324576,930,0.10000000149011612
1606847677.0838296,935,0.0625
1606847678.5005908,955,0.07500000298023224
1606847681.3287535,995,0.08749999850988388
1606847684.93769,1040,0.07500000298023224
1606847686.7139206,1065,0.012500000186264515
1606847690.6185844,1120,0.08749999850988388
1606847692.7484539,1150,0.0625
1606847694.5129738,1175,0.0625
1606847699.8323185,1250,0.07500000298023224
1606847702.4062524,1280,0.08749999850988388
1606847704.1866007,1305,0.03750000149011612
1606847706.6918445,1340,0.08749999850988388
1606847708.1076813,1360,0.07500000298023224
1606847708.8190725,1370,0.08749999850988388
1606847715.5489464,1465,0.10000000149011612
1606847717.3164086,1490,0.03750000149011612
1606847719.8748512,1520,0.11250000447034836
1606847721.6507819,1545,0.08749999850988388
1606847722.3568614,1555,0.07500000298023224
1606847725.1930544,1595,0.07500000298023224
1606847729.4291518,1655,0.10000000149011612
1606847732.6086926,1700,0.11250000447034836
1606847735.4372241,1740,0.05000000074505806
1606847741.5372453,1820,0.15000000596046448
1606847742.9505503,1840,0.07500000298023224
1606847746.4876819,1890,0.0625
1606847762.5715115,2110,0.125
1606847762.9246647,2115,0.1875
1606847768.953377,2200,0.2750000059604645
1606847769.6595855,2210,0.23749999701976776
1606847770.0136096,2215,0.26250001788139343
1606847771.0764904,2230,0.30000001192092896
1606847776.8649848,2305,0.15000000596046448
1606847777.944804,2320,0.1875
1606847778.299073,2325,0.25
1606847781.8525393,2375,0.25
1606847787.930625,2460,0.17499999701976776
1606847788.6450493,2470,0.22500000894069672
1606847796.569501,2575,0.1875
1606847797.6377378,2590,0.21250000596046448
1606847800.4826977,2630,0.36250001192092896
1606847802.6208358,2660,0.38750001788139343
