Wall time,Step,Value
1606989539.4908843,250,0.49069997668266296
1606989547.723249,500,0.49069997668266296
1606989555.9544857,750,0.49139997363090515
1606989564.1879725,1000,0.559499979019165
1606989572.4385,1250,0.5591999888420105
1606989580.6926715,1500,0.5787999629974365
1606989588.9596243,1750,0.460999995470047
1606989597.2450082,2000,0.5162999629974365
1606989605.5431466,2250,0.5874999761581421
1606989613.8482783,2500,0.49069997668266296
1606989622.1503408,2750,0.7267999649047852
1606989630.7836607,3000,0.746999979019165
1606989639.0965889,3250,0.9018999934196472
1606989647.408881,3500,0.8747999668121338
1606989655.719414,3750,0.7763999700546265
1606989664.0325089,4000,0.9147999882698059
1606989672.340224,4250,0.9132999777793884
1606989680.6461823,4500,0.5365999937057495
1606989688.9547768,4750,0.750499963760376
1606989697.2634466,5000,0.785099983215332
1606989705.5683231,5250,0.9282000064849854
1606989713.8786404,5500,0.9287999868392944
1606989722.517958,5750,0.9174999594688416
1606989731.1446526,6000,0.9235000014305115
1606989739.455162,6250,0.8763999938964844
1606989747.7658648,6500,0.932699978351593
1606989756.0746512,6750,0.914900004863739
1606989764.383984,7000,0.9266999959945679
1606989772.7013102,7250,0.9283999800682068
1606989781.0112047,7500,0.9048999547958374
1606989789.3171926,7750,0.935699999332428
1606989797.6257668,8000,0.9369999766349792
1606989805.9297843,8250,0.9341999888420105
1606989814.2376027,8500,0.933899998664856
1606989822.5420916,8750,0.9203999638557434
1606989831.165695,9000,0.933899998664856
1606989839.468227,9250,0.9354000091552734
1606989847.773784,9500,0.9362999796867371
1606989856.080166,9750,0.9309999942779541
1606989864.3867874,10000,0.9319999814033508
1606989872.6935744,10250,0.9334999918937683
1606989881.0005696,10500,0.9203999638557434
1606989889.3063285,10750,0.9345999956130981
1606989897.6108208,11000,0.9345999956130981
1606989906.2487352,11250,0.9323999881744385
1606989914.5545955,11500,0.9323999881744385
1606989922.862021,11750,0.9333999752998352
1606989931.4861968,12000,0.9370999932289124
1606989939.7904756,12250,0.9275999665260315
1606989948.0973735,12500,0.9347000122070312
1606989956.404473,12750,0.9372999668121338
1606989964.7127995,13000,0.9300000071525574
1606989973.021291,13250,0.9382999539375305
1606989981.3295577,13500,0.937999963760376
1606989989.6365824,13750,0.937999963760376
1606989997.9461086,14000,0.9390000104904175
1606990006.2532895,14250,0.9386000037193298
1606990014.558914,14500,0.9110999703407288
1606990022.8657007,14750,0.9304999709129333
1606990031.496286,15000,0.9332000017166138
1606990039.8072634,15250,0.9315999746322632
1606990048.115281,15500,0.9375
1606990056.428423,15750,0.9332999587059021
1606990064.7433386,16000,0.9364999532699585
1606990073.0543518,16250,0.9373999834060669
1606990081.3652573,16500,0.9305999875068665
1606990090.0089693,16750,0.9365999698638916
1606990098.320722,17000,0.9369999766349792
1606990106.630343,17250,0.9380999803543091
1606990114.939764,17500,0.9320999979972839
1606990123.2493753,17750,0.9354999661445618
1606990131.8833995,18000,0.937999963760376
1606990140.1941795,18250,0.9314999580383301
1606990148.5057337,18500,0.9092999696731567
1606990156.819628,18750,0.936199963092804
1606990165.1324651,19000,0.9334999918937683
1606990173.44591,19250,0.9225999712944031
1606990181.7599733,19500,0.925599992275238
1606990190.0733714,19750,0.9390000104904175
1606990198.3838859,20000,0.9343999624252319
1606990206.693564,20250,0.939300000667572
1606990215.0038564,20500,0.9383999705314636
1606990223.3105836,20750,0.9370999932289124
1606990231.9376762,21000,0.9174999594688416
1606990240.2446325,21250,0.9297999739646912
1606990248.5543795,21500,0.9312999844551086
1606990256.8614123,21750,0.9380999803543091
1606990265.219152,22000,0.9372000098228455
1606990273.9207187,22250,0.9383000135421753
1606990282.2336907,22500,0.9411999583244324
1606990290.5483744,22750,0.9391999840736389
1606990298.8599746,23000,0.9334999918937683
1606990307.171461,23250,0.9332000017166138
1606990315.4828062,23500,0.9332999587059021
1606990323.7959766,23750,0.9362999796867371
1606990332.431117,24000,0.933899998664856
1606990340.7432935,24250,0.9373999834060669
1606990349.054071,24500,0.9387999773025513
1606990357.364972,24750,0.9386999607086182
1606990365.6761377,25000,0.9368999600410461
1606990373.9862344,25250,0.9383000135421753
1606990382.2953966,25500,0.9365999698638916
1606990390.606779,25750,0.9376999735832214
1606990398.9193044,26000,0.911799967288971
1606990407.2293053,26250,0.9350000023841858
1606990415.5412724,26500,0.9422000050544739
1606990423.8532517,26750,0.9406999945640564
1606990432.4824324,27000,0.941100001335144
1606990440.7968757,27250,0.9372000098228455
1606990449.1057148,27500,0.9404000043869019
1606990457.7479749,27750,0.9394999742507935
1606990466.1131911,28000,0.9402999877929688
1606990474.4660065,28250,0.932699978351593
1606990482.7720933,28500,0.9336000084877014
1606990491.100138,28750,0.9359999895095825
1606990499.4510858,29000,0.9319999814033508
1606990507.781384,29250,0.9381999969482422
1606990516.129615,29500,0.9381999969482422
1606990524.473866,29750,0.9354999661445618
1606990533.1458533,30000,0.9366999864578247
1606990541.5000823,30250,0.939799964427948
1606990549.8410184,30500,0.9399999976158142
1606990558.1694582,30750,0.9236999750137329
1606990566.4970539,31000,0.9253999590873718
1606990574.8453443,31250,0.939300000667572
1606990583.1604373,31500,0.9214999675750732
1606990591.4873042,31750,0.9366999864578247
1606990599.7967951,32000,0.9341999888420105
1606990608.1047,32250,0.925599992275238
1606990616.41371,32500,0.9391999840736389
1606990624.7209685,32750,0.9380999803543091
1606990633.3508027,33000,0.9398999810218811
1606990641.9966874,33250,0.9393999576568604
1606990650.3067133,33500,0.9386000037193298
1606990658.6186001,33750,0.9384999871253967
1606990666.9313328,34000,0.9359999895095825
1606990675.2392747,34250,0.9388999938964844
1606990683.549403,34500,0.9402999877929688
1606990691.8593032,34750,0.9390999674797058
1606990700.1669369,35000,0.9311999678611755
1606990708.472201,35250,0.9390999674797058
1606990716.7786322,35500,0.9387999773025513
1606990725.0840635,35750,0.9394999742507935
1606990733.71246,36000,0.9372999668121338
1606990742.0170186,36250,0.9339999556541443
1606990750.325418,36500,0.9296999573707581
1606990758.6295798,36750,0.936199963092804
1606990766.93481,37000,0.9397000074386597
1606990775.2403796,37250,0.9386999607086182
1606990783.5462122,37500,0.9375999569892883
1606990791.8526697,37750,0.9372999668121338
1606990800.1602397,38000,0.9406999945640564
1606990808.4688494,38250,0.9375
1606990816.7761755,38500,0.9384999871253967
1606990825.4192898,38750,0.9386000037193298
1606990834.0523753,39000,0.9390000104904175
1606990842.360338,39250,0.9404999613761902
1606990850.6686502,39500,0.9139999747276306
1606990858.979097,39750,0.9359999895095825
1606990867.288555,40000,0.9327999949455261
1606990875.5993192,40250,0.9362999796867371
1606990883.9083529,40500,0.9375999569892883
1606990892.2181163,40750,0.9398999810218811
1606990900.5267515,41000,0.9372000098228455
1606990908.8352485,41250,0.9315999746322632
1606990917.1456718,41500,0.9340999722480774
